ccd,Retailer,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,tot_amount,Sales Method
D003,West Gear,2018-08-20 00:00:00,South,Arkansas,Little Rock,Men's Apparel,33,80,2640,Online
V003,Foot Locker,2018-08-20 00:00:00,Midwest,Illinois,Chicago,Men's Athletic Footwear,43,63,2709,Online
M001,Sports Direct,2018-08-20 00:00:00,Northeast,Massachusetts,Boston,Women's Apparel,30,94,2820,Outlet
R007,West Gear,2018-08-20 00:00:00,West,Oregon,Portland,Women's Street Footwear,86,163,14018,Online
M001,Foot Locker,2018-08-20 00:00:00,Southeast,South Carolina,Charleston,Men's Apparel,50,700,35000,Online
N005,West Gear,2018-08-20 00:00:00,West,Utah,Salt Lake City,Men's Athletic Footwear,22,170,3740,Outlet
V001,West Gear,2018-08-20 00:00:00,Northeast,West Virginia,Charleston,Men's Street Footwear,30,550,16500,In-store
N003,Walmart,2018-08-21 00:00:00,South,Arkansas,Little Rock,Women's Apparel,60,550,33000,Online
A006,West Gear,2018-08-21 00:00:00,South,Louisiana,New Orleans,Men's Apparel,50,175,8750,In-store
M001,Foot Locker,2018-08-21 00:00:00,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,24,31,744,Online
V003,Kohl's,2018-08-21 00:00:00,South,Oklahoma,Oklahoma City,Men's Street Footwear,23,149,3427,Online
P007,Amazon,2018-08-21 00:00:00,Northeast,Vermont,Burlington,Men's Street Footwear,49,180,8820,Online
P012,Amazon,2018-08-22 00:00:00,West,Alaska,Anchorage,Women's Apparel,67,104,6968,Online
A004,Sports Direct,2018-08-22 00:00:00,Southeast,Georgia,Atlanta,Women's Apparel,67,150,10050,Online
D002,West Gear,2018-08-22 00:00:00,Northeast,West Virginia,Charleston,Women's Street Footwear,25,250,6250,In-store
A002,Sports Direct,2018-08-23 00:00:00,Northeast,Maryland,Baltimore,Women's Apparel,55,300,16500,In-store
S007,Amazon,2018-08-23 00:00:00,Northeast,Massachusetts,Boston,Women's Street Footwear,32,91,2912,Online
M006,Kohl's,2018-08-23 00:00:00,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,47,149,7003,Outlet
M002,West Gear,2018-08-23 00:00:00,West,Utah,Salt Lake City,Men's Athletic Footwear,19,100,1900,Online
P005,West Gear,2018-08-25 00:00:00,West,California,San Francisco,Men's Street Footwear,40,271,10840,Outlet
R008,Foot Locker,2018-08-25 00:00:00,South,Mississippi,Jackson,Women's Apparel,25,500,12500,Online
T002,Foot Locker,2018-08-25 00:00:00,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,40,91,3640,Outlet
G001,Sports Direct,2018-08-25 00:00:00,South,Tennessee,Knoxville,Men's Apparel,45,500,22500,Outlet
R007,Foot Locker,2018-08-26 00:00:00,Northeast,New York,New York,Men's Apparel,43,306,13158,Outlet
R001,Foot Locker,2018-08-26 00:00:00,Midwest,North Dakota,Fargo,Men's Athletic Footwear,29,70,2030,Online
A012,Sports Direct,2018-08-27 00:00:00,South,Tennessee,Knoxville,Men's Apparel,32,88,2816,Online
P011,Sports Direct,2018-08-27 00:00:00,South,Texas,Dallas,Men's Street Footwear,59,223,13157,Online
G001,West Gear,2018-08-28 00:00:00,West,California,San Francisco,Women's Athletic Footwear,55,725,39875,Outlet
K007,Walmart,2018-08-28 00:00:00,Southeast,Florida,Orlando,Women's Street Footwear,60,400,24000,In-store
K001,Kohl's,2018-08-28 00:00:00,South,Oklahoma,Oklahoma City,Men's Street Footwear,17,176,2992,Outlet
R001,Sports Direct,2018-08-29 00:00:00,South,Alabama,Birmingham,Women's Athletic Footwear,23,116,2668,Outlet
R009,Sports Direct,2018-08-29 00:00:00,Northeast,Connecticut,Hartford,Women's Apparel,45,83,3735,Outlet
A013,West Gear,2018-08-29 00:00:00,West,Utah,Salt Lake City,Women's Street Footwear,31,105,3255,Outlet
R004,West Gear,2018-08-30 00:00:00,Midwest,Indiana,Indianapolis,Men's Street Footwear,50,525,26250,In-store
A003,Foot Locker,2018-08-30 00:00:00,Northeast,New York,New York,Women's Apparel,64,305,19520,Online
R001,Walmart,2018-08-30 00:00:00,South,Texas,Houston,Men's Athletic Footwear,41,259,10619,Online
N001,West Gear,2018-08-31 00:00:00,West,Nevada,Las Vegas,Women's Street Footwear,41,119,4879,Online
A009,Kohl's,2018-09-01 00:00:00,Northeast,New Jersey,Newark,Men's Apparel,58,38,2204,Online
K003,Sports Direct,2018-09-01 00:00:00,South,Texas,Dallas,Women's Apparel,33,236,7788,Outlet
M012,Walmart,2018-09-01 00:00:00,South,Texas,Houston,Women's Apparel,55,900,49500,Outlet
N009,Sports Direct,2018-09-01 00:00:00,South,Texas,Dallas,Men's Apparel,38,153,5814,Outlet
S002,West Gear,2018-09-01 00:00:00,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,20,39,780,Online
M005,Foot Locker,2018-09-02 00:00:00,Northeast,Pennsylvania,Philadelphia,Men's Apparel,70,175,12250,Outlet
H001,Walmart,2018-09-02 00:00:00,South,Texas,Houston,Women's Apparel,51,247,12597,Online
V002,Amazon,2018-09-02 00:00:00,Northeast,Vermont,Burlington,Women's Athletic Footwear,60,325,19500,In-store
P003,West Gear,2018-09-03 00:00:00,Southeast,Florida,Miami,Women's Street Footwear,49,208,10192,Online
D002,Sports Direct,2018-09-03 00:00:00,Midwest,Michigan,Detroit,Women's Athletic Footwear,28,109,3052,Online
S001,Foot Locker,2018-09-03 00:00:00,Northeast,New York,New York,Women's Apparel,65,1000,65000,Outlet
V001,Foot Locker,2018-09-03 00:00:00,Northeast,Rhode Island,Providence,Men's Apparel,45,50,2250,In-store
S010,Kohl's,2018-09-04 00:00:00,West,California,San Francisco,Women's Street Footwear,45,700,31500,Outlet
N002,Foot Locker,2018-09-04 00:00:00,South,Louisiana,New Orleans,Women's Street Footwear,75,600,45000,Online
R010,Kohl's,2018-09-04 00:00:00,Northeast,New York,Albany,Men's Street Footwear,40,850,34000,In-store
N007,West Gear,2018-09-04 00:00:00,West,Utah,Salt Lake City,Men's Athletic Footwear,30,500,15000,In-store
P011,Foot Locker,2018-09-04 00:00:00,Southeast,Virginia,Richmond,Men's Street Footwear,65,750,48750,In-store
A009,Kohl's,2018-09-05 00:00:00,West,California,Los Angeles,Men's Athletic Footwear,42,288,12096,Outlet
K004,Walmart,2018-09-05 00:00:00,Southeast,Florida,Orlando,Men's Athletic Footwear,53,224,11872,Outlet
S002,Foot Locker,2018-09-05 00:00:00,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,45,175,7875,Online
S010,Sports Direct,2018-09-06 00:00:00,South,Mississippi,Jackson,Men's Street Footwear,30,625,18750,Online
A008,Sports Direct,2018-09-06 00:00:00,Northeast,New York,New York,Women's Athletic Footwear,35,700,24500,Outlet
M009,Sports Direct,2018-09-07 00:00:00,Southeast,Georgia,Atlanta,Women's Athletic Footwear,55,450,24750,Online
N009,West Gear,2018-09-07 00:00:00,Midwest,Iowa,Des Moines,Men's Street Footwear,60,525,31500,In-store
R005,Foot Locker,2018-09-07 00:00:00,Midwest,Nebraska,Omaha,Women's Apparel,54,65,3510,Online
D004,Foot Locker,2018-09-07 00:00:00,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,50,100,5000,Outlet
A011,Foot Locker,2018-09-07 00:00:00,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,60,175,10500,Outlet
A013,Foot Locker,2018-09-07 00:00:00,Midwest,South Dakota,Sioux Falls,Women's Apparel,55,325,17875,Online
V003,Foot Locker,2018-09-08 00:00:00,West,Arizona,Phoenix,Women's Athletic Footwear,40,225,9000,Online
P010,Sports Direct,2018-09-08 00:00:00,Northeast,Massachusetts,Boston,Men's Athletic Footwear,37,68,2516,Outlet
N005,Foot Locker,2018-09-08 00:00:00,Midwest,Minnesota,Minneapolis,Men's Apparel,42,42,1764,Online
R010,West Gear,2018-09-08 00:00:00,South,Oklahoma,Oklahoma City,Women's Street Footwear,7,83,581,Outlet
K006,Kohl's,2018-09-09 00:00:00,Northeast,New Jersey,Newark,Men's Apparel,50,150,7500,In-store
V004,West Gear,2018-09-09 00:00:00,South,Oklahoma,Oklahoma City,Women's Street Footwear,14,68,952,Online
S009,Foot Locker,2018-09-09 00:00:00,Northeast,Rhode Island,Providence,Women's Apparel,55,350,19250,In-store
R002,Sports Direct,2018-09-10 00:00:00,Southeast,Georgia,Atlanta,Women's Athletic Footwear,40,96,3840,Outlet
S001,Sports Direct,2018-09-10 00:00:00,South,Mississippi,Jackson,Men's Athletic Footwear,18,135,2430,Outlet
R008,Kohl's,2018-09-10 00:00:00,West,New Mexico,Albuquerque,Women's Street Footwear,46,163,7498,Outlet
N012,West Gear,2018-09-11 00:00:00,West,Idaho,Boise,Men's Street Footwear,31,233,7223,Outlet
R008,Amazon,2018-09-11 00:00:00,Southeast,Kentucky,Louisville,Men's Athletic Footwear,33,77,2541,Online
R006,Amazon,2018-09-11 00:00:00,Midwest,Ohio,Columbus,Men's Street Footwear,61,228,13908,Online
R007,Sports Direct,2018-09-12 00:00:00,South,Alabama,Birmingham,Men's Apparel,50,500,25000,Outlet
A011,Foot Locker,2018-09-12 00:00:00,West,Arizona,Phoenix,Women's Athletic Footwear,36,113,4068,Outlet
S006,Kohl's,2018-09-12 00:00:00,West,California,Los Angeles,Women's Apparel,65,650,42250,Outlet
P008,West Gear,2018-09-13 00:00:00,South,Louisiana,New Orleans,Men's Athletic Footwear,95,750,71250,Online
A005,Foot Locker,2018-09-13 00:00:00,Northeast,New Hampshire,Manchester,Men's Street Footwear,52,145,7540,Online
T001,Amazon,2018-09-13 00:00:00,Northeast,New Hampshire,Manchester,Men's Street Footwear,50,550,27500,In-store
P001,West Gear,2018-09-14 00:00:00,West,Colorado,Denver,Women's Apparel,40,475,19000,In-store
R004,Sports Direct,2018-09-14 00:00:00,Southeast,Georgia,Atlanta,Men's Street Footwear,37,137,5069,Online
S007,Amazon,2018-09-14 00:00:00,Northeast,Massachusetts,Boston,Men's Athletic Footwear,37,113,4181,Outlet
B001,Foot Locker,2018-09-14 00:00:00,Northeast,Rhode Island,Providence,Men's Apparel,44,20,880,Online
K007,West Gear,2018-09-16 00:00:00,West,Oregon,Portland,Men's Apparel,68,198,13464,Outlet
N009,Sports Direct,2018-09-16 00:00:00,Midwest,South Dakota,Sioux Falls,Women's Apparel,65,300,19500,Online
K003,Walmart,2018-09-17 00:00:00,Southeast,Florida,Orlando,Women's Street Footwear,62,231,14322,Outlet
K004,Amazon,2018-09-17 00:00:00,Southeast,Kentucky,Louisville,Men's Street Footwear,48,137,6576,Online
R003,Sports Direct,2018-09-17 00:00:00,Midwest,North Dakota,Fargo,Women's Athletic Footwear,30,100,3000,Online
V004,Sports Direct,2018-09-18 00:00:00,South,Texas,Dallas,Men's Apparel,26,113,2938,Outlet
R007,Amazon,2018-09-18 00:00:00,Northeast,Vermont,Burlington,Women's Athletic Footwear,36,45,1620,Online
S012,Foot Locker,2018-09-18 00:00:00,Southeast,Virginia,Richmond,Men's Athletic Footwear,51,98,4998,Online
T002,Amazon,2018-09-19 00:00:00,West,Alaska,Anchorage,Men's Apparel,65,275,17875,Outlet
S009,Foot Locker,2018-09-19 00:00:00,West,Idaho,Boise,Men's Street Footwear,21,162,3402,Outlet
N010,Kohl's,2018-09-19 00:00:00,Midwest,Kansas,Wichita,Men's Street Footwear,30,500,15000,Online
M011,Kohl's,2018-09-20 00:00:00,Midwest,Montana,Billings,Men's Apparel,44,56,2464,Online
P005,West Gear,2018-09-20 00:00:00,West,Washington,Seattle,Women's Athletic Footwear,50,300,15000,In-store
N004,West Gear,2018-09-20 00:00:00,Northeast,West Virginia,Charleston,Women's Street Footwear,33,44,1452,Online
K005,Walmart,2018-09-21 00:00:00,West,Hawaii,Honolulu,Women's Street Footwear,60,300,18000,Outlet
S002,West Gear,2018-09-21 00:00:00,West,Idaho,Boise,Women's Street Footwear,25,475,11875,Online
P004,West Gear,2018-09-21 00:00:00,West,Utah,Salt Lake City,Women's Apparel,35,158,5530,Outlet
I001,West Gear,2018-09-22 00:00:00,South,Arkansas,Little Rock,Women's Apparel,53,135,7155,Outlet
K005,Walmart,2018-09-22 00:00:00,South,Mississippi,Jackson,Women's Street Footwear,19,120,2280,Outlet
N010,Foot Locker,2018-09-23 00:00:00,West,Alaska,Anchorage,Men's Athletic Footwear,45,375,16875,Outlet
N008,Foot Locker,2018-09-23 00:00:00,Midwest,Iowa,Des Moines,Men's Street Footwear,60,520,31200,In-store
N004,West Gear,2018-09-23 00:00:00,South,Louisiana,New Orleans,Women's Apparel,32,131,4192,Outlet
T003,Kohl's,2018-09-24 00:00:00,Northeast,New York,Albany,Women's Apparel,70,675,47250,In-store
P003,Sports Direct,2018-09-26 00:00:00,South,Alabama,Birmingham,Women's Apparel,26,147,3822,Outlet
S006,Foot Locker,2018-09-26 00:00:00,Midwest,Missouri,St. Louis,Men's Street Footwear,34,150,5100,Online
M006,West Gear,2018-09-26 00:00:00,Midwest,Missouri,St. Louis,Men's Apparel,35,375,13125,In-store
R010,Walmart,2018-09-26 00:00:00,South,Texas,Houston,Women's Athletic Footwear,47,181,8507,Online
D002,Sports Direct,2018-09-27 00:00:00,Northeast,Connecticut,Hartford,Women's Street Footwear,35,96,3360,Outlet
R010,Foot Locker,2018-09-27 00:00:00,Northeast,Connecticut,Hartford,Men's Athletic Footwear,55,300,16500,In-store
T001,Sports Direct,2018-09-27 00:00:00,South,Mississippi,Jackson,Women's Apparel,18,158,2844,Outlet
M008,Sports Direct,2018-09-27 00:00:00,Southeast,Virginia,Richmond,Women's Apparel,35,550,19250,In-store
R008,Foot Locker,2018-09-27 00:00:00,Southeast,Virginia,Richmond,Men's Apparel,90,600,54000,In-store
A005,Sports Direct,2018-09-28 00:00:00,South,Alabama,Birmingham,Men's Apparel,50,123,6150,Online
P004,Kohl's,2018-09-28 00:00:00,Northeast,Delaware,Wilmington,Men's Apparel,45,175,7875,In-store
N005,West Gear,2018-09-28 00:00:00,Midwest,Indiana,Indianapolis,Men's Apparel,40,175,7000,In-store
A004,West Gear,2018-09-28 00:00:00,Midwest,Indiana,Indianapolis,Men's Street Footwear,45,425,19125,In-store
M006,Foot Locker,2018-09-28 00:00:00,Southeast,Virginia,Richmond,Women's Apparel,38,81,3078,Online
R004,Amazon,2018-09-29 00:00:00,Northeast,Vermont,Burlington,Women's Street Footwear,50,300,15000,In-store
R005,Amazon,2018-09-29 00:00:00,Northeast,Vermont,Burlington,Women's Apparel,61,125,7625,Online
A010,Foot Locker,2018-09-30 00:00:00,West,Arizona,Phoenix,Women's Street Footwear,50,120,6000,Online
V002,Sports Direct,2018-09-30 00:00:00,Southeast,Georgia,Atlanta,Men's Street Footwear,36,173,6228,Outlet
S006,Kohl's,2018-09-30 00:00:00,Midwest,Montana,Billings,Men's Street Footwear,44,161,7084,Online
R003,Sports Direct,2018-10-01 00:00:00,South,Alabama,Birmingham,Men's Athletic Footwear,19,189,3591,Online
V004,West Gear,2018-10-01 00:00:00,West,Washington,Seattle,Women's Athletic Footwear,75,575,43125,In-store
M004,Sports Direct,2018-10-02 00:00:00,South,Alabama,Birmingham,Women's Apparel,27,144,3888,Outlet
P011,Foot Locker,2018-10-02 00:00:00,West,Idaho,Boise,Men's Athletic Footwear,27,188,5076,Outlet
S001,Kohl's,2018-10-02 00:00:00,West,New Mexico,Albuquerque,Men's Athletic Footwear,65,700,45500,Online
R010,Sports Direct,2018-10-02 00:00:00,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,24,140,3360,Online
R011,Foot Locker,2018-10-03 00:00:00,Northeast,Pennsylvania,Philadelphia,Women's Apparel,50,116,5800,Outlet
S012,West Gear,2018-10-03 00:00:00,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,33,68,2244,Online
M008,Sports Direct,2018-10-04 00:00:00,Southeast,Georgia,Atlanta,Men's Street Footwear,34,173,5882,Outlet
N008,Foot Locker,2018-10-04 00:00:00,Midwest,Kansas,Wichita,Women's Street Footwear,58,95,5510,Online
P007,Foot Locker,2018-10-04 00:00:00,Midwest,Nebraska,Omaha,Men's Apparel,41,44,1804,Online
M004,Walmart,2018-10-05 00:00:00,South,Mississippi,Jackson,Women's Apparel,42,206,8652,Outlet
N007,Amazon,2018-10-05 00:00:00,Northeast,Vermont,Burlington,Men's Athletic Footwear,45,225,10125,In-store
T001,Foot Locker,2018-10-06 00:00:00,Northeast,New York,New York,Women's Street Footwear,40,950,38000,Outlet
R002,Kohl's,2018-10-06 00:00:00,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,60,325,19500,Online
D001,Sports Direct,2018-10-07 00:00:00,Northeast,New Jersey,Newark,Men's Apparel,50,200,10000,In-store
R003,West Gear,2018-10-07 00:00:00,South,Oklahoma,Oklahoma City,Women's Apparel,14,112,1568,Outlet
V001,West Gear,2018-10-07 00:00:00,West,Oregon,Portland,Men's Athletic Footwear,66,217,14322,Outlet
P013,Foot Locker,2018-10-08 00:00:00,West,Arizona,Phoenix,Women's Apparel,70,375,26250,Online
K006,Foot Locker,2018-10-08 00:00:00,West,Hawaii,Honolulu,Women's Street Footwear,70,600,42000,Outlet
P003,Foot Locker,2018-10-08 00:00:00,Midwest,Missouri,St. Louis,Women's Apparel,40,475,19000,In-store
T001,Sports Direct,2018-10-09 00:00:00,Southeast,Georgia,Atlanta,Women's Apparel,40,375,15000,Online
K004,Amazon,2018-10-09 00:00:00,Midwest,Ohio,Columbus,Women's Athletic Footwear,41,158,6478,Online
V001,Walmart,2018-10-10 00:00:00,Southeast,Florida,Orlando,Women's Street Footwear,55,525,28875,In-store
A009,Foot Locker,2018-10-11 00:00:00,West,Arizona,Phoenix,Women's Athletic Footwear,38,105,3990,Outlet
T003,Foot Locker,2018-10-11 00:00:00,Northeast,Maryland,Baltimore,Women's Street Footwear,40,175,7000,In-store
N008,Sports Direct,2018-10-11 00:00:00,Northeast,Massachusetts,Boston,Women's Street Footwear,23,60,1380,Outlet
R002,Kohl's,2018-10-12 00:00:00,Midwest,Kansas,Wichita,Men's Street Footwear,24,150,3600,Online
K004,Walmart,2018-10-12 00:00:00,South,Mississippi,Jackson,Men's Street Footwear,24,216,5184,Outlet
C001,Foot Locker,2018-10-12 00:00:00,Midwest,Nebraska,Omaha,Men's Street Footwear,40,300,12000,Outlet
I002,Amazon,2018-10-12 00:00:00,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,44,49,2156,Online
R008,Amazon,2018-10-12 00:00:00,Midwest,Ohio,Columbus,Women's Apparel,54,169,9126,Online
M001,Amazon,2018-10-13 00:00:00,Northeast,Maine,Portland,Men's Athletic Footwear,50,300,15000,Outlet
D001,Kohl's,2018-10-13 00:00:00,West,New Mexico,Albuquerque,Women's Athletic Footwear,46,152,6992,Outlet
A004,Foot Locker,2018-10-14 00:00:00,West,Arizona,Phoenix,Men's Street Footwear,48,156,7488,Online
K007,Foot Locker,2018-10-14 00:00:00,West,Hawaii,Honolulu,Men's Apparel,85,350,29750,Outlet
M011,Foot Locker,2018-10-14 00:00:00,Midwest,North Dakota,Fargo,Women's Street Footwear,20,200,4000,In-store
A001,West Gear,2018-10-14 00:00:00,South,Texas,Houston,Men's Street Footwear,40,775,31000,Outlet
N005,West Gear,2018-10-15 00:00:00,Midwest,Indiana,Indianapolis,Men's Apparel,55,200,11000,In-store
M008,Sports Direct,2018-10-15 00:00:00,Northeast,Massachusetts,Boston,Men's Street Footwear,60,400,24000,In-store
R009,Sports Direct,2018-10-15 00:00:00,Midwest,Michigan,Detroit,Men's Apparel,45,500,22500,In-store
H001,Kohl's,2018-10-15 00:00:00,Northeast,New Jersey,Newark,Women's Athletic Footwear,40,250,10000,In-store
M005,Foot Locker,2018-10-15 00:00:00,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,55,150,8250,Outlet
P012,Foot Locker,2018-10-15 00:00:00,Northeast,Rhode Island,Providence,Women's Athletic Footwear,31,60,1860,Outlet
R008,Walmart,2018-10-16 00:00:00,Northeast,New York,New York,Women's Apparel,68,290,19720,Online
S003,Foot Locker,2018-10-16 00:00:00,Northeast,Rhode Island,Providence,Women's Athletic Footwear,40,200,8000,In-store
A002,West Gear,2018-10-17 00:00:00,West,Nevada,Las Vegas,Women's Athletic Footwear,54,105,5670,Online
D004,Sports Direct,2018-10-17 00:00:00,Southeast,North Carolina,Charlotte,Women's Apparel,41,203,8323,Online
N001,Amazon,2018-10-18 00:00:00,Southeast,Kentucky,Louisville,Women's Street Footwear,38,58,2204,Online
R005,Kohl's,2018-10-19 00:00:00,Midwest,Montana,Billings,Men's Apparel,51,113,5763,Online
M003,Sports Direct,2018-10-19 00:00:00,West,New Mexico,Albuquerque,Women's Athletic Footwear,60,500,30000,Online
P001,Foot Locker,2018-10-19 00:00:00,Northeast,New York,New York,Women's Athletic Footwear,36,281,10116,Outlet
R004,Foot Locker,2018-10-19 00:00:00,Southeast,Virginia,Richmond,Men's Street Footwear,28,119,3332,Outlet
V001,Sports Direct,2018-10-19 00:00:00,Southeast,Virginia,Richmond,Women's Athletic Footwear,30,400,12000,In-store
A010,Sports Direct,2018-10-20 00:00:00,South,Alabama,Birmingham,Women's Street Footwear,27,117,3159,Online
M008,West Gear,2018-10-20 00:00:00,West,Colorado,Denver,Men's Apparel,74,140,10360,Online
S012,Walmart,2018-10-20 00:00:00,South,Texas,Houston,Women's Street Footwear,47,255,11985,Online
K007,Kohl's,2018-10-20 00:00:00,West,Wyoming,Cheyenne,Men's Street Footwear,48,228,10944,Online
N008,West Gear,2018-10-21 00:00:00,Midwest,Iowa,Des Moines,Men's Apparel,40,150,6000,In-store
S002,Amazon,2018-10-21 00:00:00,Northeast,Maine,Portland,Men's Athletic Footwear,54,59,3186,Online
S001,West Gear,2018-10-22 00:00:00,South,Oklahoma,Oklahoma City,Men's Street Footwear,41,230,9430,Outlet
